"Density","Momentum:0","Momentum:1","Momentum:2","Energy","Pressure","Temperature","Mach","Points:0","Points:1","Points:2"
27.09,5882.9,579.14,0,1.033e+07,5.6264e+05,479.89,1.6203,8.6982,2.2681,0
239.84,17085,109.01,0,9.4315e+07,2.1275e+06,525.76,1.0967,0.48142,0.24758,0
228.42,16903,244.55,0,8.9773e+07,2.0801e+06,524.4,1.1554,0.69735,0.32036,0
27.051,5886.3,545.22,0,1.0316e+07,5.6193e+05,479.87,1.6223,9.1399,2.6042,0
26.516,5810.5,503.25,0,1.011e+07,5.522e+05,479.56,1.6282,8.9932,2.2972,0
217.53,16654,272.64,0,8.5435e+07,2.0359e+06,523.04,1.2082,0.89723,0.25597,0
26.604,5830.9,466.27,0,1.0145e+07,5.5381e+05,479.61,1.6283,9.4435,2.6427,0
26.027,5748,429.39,0,9.922e+06,5.4326e+05,479.27,1.635,9.29,2.3285,0
22.454,5236.1,41.038,0,8.5506e+06,4.7645e+05,477.02,1.6889,10.081,0.80222,0
22.67,5268.7,63.647,0,8.6335e+06,4.8057e+05,477.17,1.6853,9.9665,0.96305,0
22.585,5255.5,50.867,0,8.6008e+06,4.7895e+05,477.11,1.6865,10.176,0.98464,0
362.51,3637.9,-42.721,0,1.4283e+08,2.9318e+06,538.01,0.089187,-11.202,0.3775,0
362.53,3616.3,-59.437,0,1.4284e+08,2.9321e+06,538.02,0.088639,-11.419,0.64634,0
362.51,3644.2,-73.601,0,1.4283e+08,2.9318e+06,538.01,0.089353,-11.08,0.65584,0
79.966,10629,931.76,0,3.0885e+07,1.2828e+06,498.87,1.3437,3.5699,0.44058,0
71.84,10096,988.52,0,2.7701e+07,1.1988e+06,496.73,1.3554,3.8433,0.43348,0
78.13,10523,615.6,0,3.0165e+07,1.2645e+06,498.41,1.3439,3.6939,0.2314,0
74.978,10222,1360.8,0,2.8925e+07,1.2322e+06,497.58,1.3447,3.6994,0.66041,0
197.27,15912,1094.6,0,7.7362e+07,1.9556e+06,520.37,1.287,1.0514,0.77805,0
177.85,15153,1428,0,6.9629e+07,1.8784e+06,517.59,1.3442,1.4009,0.87811,0
184.66,15542,1046.5,0,7.2348e+07,1.9057e+06,518.59,1.3354,1.3234,0.65298,0
317.33,15374,-1382.3,0,1.2509e+08,2.5203e+06,533.8,0.59482,-1.5138,0.67836,0
318.36,14959,-1916.6,0,1.2548e+08,2.5272e+06,533.89,0.57598,-1.5852,0.90207,0
310.24,15729,-1489.2,0,1.2228e+08,2.4747e+06,533.12,0.64633,-1.2385,0.79737,0
362.62,3511,-14.229,0,1.4287e+08,2.9331e+06,538.02,0.085968,-13.387,0.63132,0
362.61,3515.6,-7.7127,0,1.4287e+08,2.9331e+06,538.02,0.086084,-13.345,0.34483,0
362.62,3508.4,-9.1171,0,1.4287e+08,2.9332e+06,538.02,0.085902,-13.615,0.443,0
362.53,3618.6,-88.857,0,1.4283e+08,2.932e+06,538.02,0.088718,-11.212,0.88711,0
362.67,3402.1,-7.8107,0,1.4289e+08,2.9338e+06,538.03,0.083249,-13.615,4.5563,0
362.68,3396.2,-7.9987,0,1.4289e+08,2.9339e+06,538.03,0.0831,-13.343,4.6095,0
362.68,3399.8,-12.949,0,1.4289e+08,2.9339e+06,538.03,0.083191,-13.389,4.352,0
362.66,3427.6,-60.906,0,1.4289e+08,2.9337e+06,538.03,0.083899,-12.819,2.9257,0
362.66,3435.2,-51.029,0,1.4288e+08,2.9336e+06,538.03,0.084084,-13.115,2.8212,0
362.66,3421.9,-52.131,0,1.4289e+08,2.9337e+06,538.03,0.083753,-12.995,3.0663,0
345.54,11302,-1979.5,0,1.3621e+08,2.7456e+06,536.45,0.33743,-3.1881,0.81841,0
348.06,10658,-2030.1,0,1.372e+08,2.7703e+06,536.68,0.3108,-3.4544,0.86037,0
346.39,10866,-2543.7,0,1.3654e+08,2.7538e+06,536.52,0.32531,-3.3011,1.0745,0
347.36,11016,-1472.4,0,1.3693e+08,2.7633e+06,536.61,0.32072,-3.3601,0.62073,0
22.639,5261.1,-13.464,0,8.621e+06,4.7998e+05,477.15,1.6847,11.453,1.3242,0
22.433,5231.5,-14.73,0,8.5423e+06,4.7605e+05,477.01,1.6888,11.476,0.97156,0
22.445,5234,1.2086,0,8.5472e+06,4.7629e+05,477.02,1.6888,11.146,1.0745,0
352.83,9405.5,-1140.1,0,1.3907e+08,2.8197e+06,537.12,0.258,-4.1092,0.51591,0
351.78,9868.8,-597.04,0,1.3866e+08,2.8085e+06,537.02,0.27229,-3.9604,0.30128,0
353.49,9280,-553.25,0,1.3933e+08,2.8268e+06,537.18,0.25137,-4.211,0.23322,0
362.66,3428.2,-39.769,0,1.4288e+08,2.9337e+06,538.03,0.083907,-13.285,3.0532,0
362.65,3441.6,-62.145,0,1.4288e+08,2.9336e+06,538.03,0.084249,-12.843,2.6726,0
362.65,3449.3,-51.275,0,1.4288e+08,2.9335e+06,538.03,0.084436,-13.098,2.5387,0
58.93,9182.8,531.9,0,2.2658e+07,1.0477e+06,492.96,1.3888,4.3519,0.30318,0
67.429,9813,581.81,0,2.5975e+07,1.1498e+06,495.51,1.3634,4.0143,0.24689,0
52.588,8680.6,756.98,0,2.0194e+07,9.6464e+05,490.88,1.421,4.5923,0.44783,0
56.664,8945.5,1069.3,0,2.1774e+07,1.0187e+06,492.24,1.3961,4.4167,0.58551,0
50.348,8414,1088.5,0,1.9319e+07,9.3385e+05,490.11,1.4265,4.6866,0.67348,0
52.955,8563.1,1475,0,2.0329e+07,9.6966e+05,491.01,1.4101,4.5333,0.8528,0
52.149,8640.7,414.29,0,2.002e+07,9.5868e+05,490.73,1.4189,4.6529,0.24756,0
355.27,7615.7,-3228.1,0,1.4001e+08,2.8464e+06,537.35,0.21942,-4.5079,1.8,0
353.6,8269.9,-3204.4,0,1.3936e+08,2.828e+06,537.19,0.23953,-4.1904,1.6476,0
355.1,8068,-2834.3,0,1.3995e+08,2.8446e+06,537.33,0.22725,-4.5017,1.5094,0
22.522,5247,51.129,0,8.577e+06,4.7776e+05,477.07,1.688,9.8657,0.77003,0
22.152,5189.7,-0.20265,0,8.4349e+06,4.7069e+05,476.81,1.694,11.038,0.27942,0
22.178,5193.6,-2.9536,0,8.4448e+06,4.7118e+05,476.83,1.6936,11.317,0.28183,0
22.166,5192.4,3.5172,0,8.4404e+06,4.7096e+05,476.82,1.6939,10.824,0.39682,0
22.146,5188.9,3.0277,0,8.4325e+06,4.7057e+05,476.81,1.6942,10.58,0.23154,0
22.221,5201,10.745,0,8.4614e+06,4.72e+05,476.86,1.6931,10.556,0.53661,0
22.566,5251.4,20.093,0,8.5931e+06,4.7859e+05,477.1,1.6864,10.892,1.2513,0
22.428,5232,15.545,0,8.5408e+06,4.7596e+05,477,1.6893,10.841,1.0276,0
22.203,5197.3,-3.3148,0,8.4543e+06,4.7166e+05,476.85,1.6931,11.521,0.16921,0
22.541,5247.8,32.067,0,8.5835e+06,4.781e+05,477.08,1.687,10.622,1.1448,0
22.82,5289.8,62.893,0,8.6906e+06,4.8342e+05,477.27,1.6822,10.448,1.3461,0
22.725,5274.6,41.982,0,8.654e+06,4.8162e+05,477.2,1.6835,10.706,1.3829,0
362.6,3542.1,-6.7007,0,1.4286e+08,2.9328e+06,538.02,0.08675,-12.582,0.17198,0
362.59,3552.7,-10.961,0,1.4286e+08,2.9327e+06,538.02,0.087019,-12.345,0.22535,0
362.69,3362.5,-9.2328,0,1.429e+08,2.934e+06,538.03,0.082268,-12.354,4.7556,0
362.69,3374.4,-5.1666,0,1.429e+08,2.934e+06,538.03,0.082558,-12.577,4.8134,0
362.67,3416.3,-21.836,0,1.4289e+08,2.9337e+06,538.03,0.083606,-13.642,3.68,0
362.66,3421.3,-26.224,0,1.4289e+08,2.9337e+06,538.03,0.083732,-13.619,3.4096,0
242.47,16953,226.4,0,9.5353e+07,2.1387e+06,526.06,1.0725,0.36292,0.67041,0
226.2,16689,536.58,0,8.8877e+07,2.071e+06,524.13,1.1552,0.54783,0.81947,0
252.89,17027,8.7536,0,9.9499e+07,2.1836e+06,527.24,1.0164,0.14119,0.74229,0
255.22,17161,17.495,0,1.0043e+08,2.1938e+06,527.5,1.0111,0.1694,0.47342,0
362.63,3481.8,-29.465,0,1.4287e+08,2.9333e+06,538.03,0.08524,-13.596,1.6476,0
362.63,3491.4,-24.396,0,1.4287e+08,2.9333e+06,538.03,0.085478,-13.655,1.3913,0
33.505,6573.9,1377.7,0,1.2794e+07,6.7488e+05,483.23,1.5422,6.3456,1.7819,0
34.685,6685.1,1510.6,0,1.3248e+07,6.9467e+05,483.79,1.5301,6.0459,1.6935,0
35.419,6751.3,1615.5,0,1.3532e+07,7.0684e+05,484.13,1.5239,6.1028,2.0057,0
32.893,6527.1,1264.6,0,1.2559e+07,6.645e+05,482.93,1.5496,6.29,1.4884,0
37.654,6951.9,1885.3,0,1.4396e+07,7.4332e+05,485.13,1.5062,5.9205,2.2133,0
36.176,6838.5,1699.7,0,1.3828e+07,7.1931e+05,484.47,1.521,6.1917,2.2899,0
34.203,6645.1,1459,0,1.3064e+07,6.8663e+05,483.56,1.5361,6.4242,2.071,0
32.13,6441.3,1206.6,0,1.2265e+07,6.5149e+05,482.56,1.5571,6.6535,1.8345,0
31.442,6377.9,1113.5,0,1.2002e+07,6.3965e+05,482.22,1.566,6.5669,1.5761,0
34.918,6729.2,1549.8,0,1.3343e+07,6.9855e+05,483.9,1.5334,6.5019,2.3472,0
32.975,6530.3,1307.1,0,1.2591e+07,6.6591e+05,482.98,1.5491,6.7252,2.1278,0
31.102,6332.2,1075.9,0,1.1869e+07,6.3377e+05,482.05,1.5676,6.9407,1.8933,0
30.074,6229.5,945.36,0,1.1475e+07,6.1585e+05,481.52,1.5813,6.9184,1.5569,0
33.794,6626.5,1412.9,0,1.291e+07,6.7976e+05,483.37,1.5448,6.7946,2.4168,0
31.854,6420.8,1170.7,0,1.216e+07,6.4675e+05,482.43,1.5618,7.03,2.1925,0
30.245,6241.5,973.11,0,1.154e+07,6.1884e+05,481.6,1.5779,7.2315,1.9381,0
29.456,6158.4,878.34,0,1.1238e+07,6.0497e+05,481.19,1.5886,7.1899,1.6681,0
32.792,6528.6,1284.5,0,1.2525e+07,6.6281e+05,482.89,1.5547,7.0813,2.4927,0
30.82,6319.3,1046.8,0,1.1764e+07,6.2887e+05,481.9,1.5751,7.3531,2.2588,0
29.769,6202.2,913.43,0,1.136e+07,6.1048e+05,481.36,1.5868,7.6186,2.1788,0
30.794,6319.6,1042.1,0,1.1755e+07,6.2842e+05,481.89,1.5761,7.6009,2.5079,0
24.798,5583.1,111.16,0,9.4492e+06,5.2057e+05,478.53,1.6515,7.7497,0.21431,0
24.486,5541.7,145.88,0,9.3307e+06,5.1477e+05,478.33,1.6576,7.9101,0.33268,0
29.299,6137.2,857.71,0,1.1177e+07,6.022e+05,481.11,1.5896,7.503,1.9566,0
362.73,3360.9,-221.3,0,1.4291e+08,2.9345e+06,538.04,0.082371,-11.283,3.5271,0
362.73,3376.8,-273.97,0,1.4291e+08,2.9345e+06,538.04,0.082852,-10.995,3.3824,0
362.71,3387.8,-225.34,0,1.429e+08,2.9343e+06,538.03,0.083049,-11.251,3.2311,0
362.46,3708.7,-71.38,0,1.4281e+08,2.9311e+06,538.01,0.090984,-10.619,0.47821,0
362.48,3678.2,-93.944,0,1.4282e+08,2.9314e+06,538.01,0.090224,-10.791,0.69334,0
362.47,3714,-116.08,0,1.4281e+08,2.9312e+06,538.01,0.091134,-10.489,0.78374,0
26.613,5823.1,523.38,0,1.0147e+07,5.5397e+05,479.61,1.627,7.6608,1.1881,0
25.398,5658.1,358.15,0,9.6791e+06,5.3168e+05,478.89,1.6424,7.8434,0.91534,0
26.247,5778.4,447.01,0,1.0006e+07,5.4728e+05,479.4,1.6322,7.5317,0.92311,0
362.77,3454.7,-681.76,0,1.4293e+08,2.935e+06,538.04,0.086079,-9.6401,3.6473,0
362.81,3429,-692.27,0,1.4295e+08,2.9356e+06,538.04,0.08547,-9.711,3.8887,0
362.83,3464,-786.52,0,1.4295e+08,2.9358e+06,538.04,0.086775,-9.4995,3.9148,0
362.78,3409.4,-591.32,0,1.4293e+08,2.9352e+06,538.04,0.084576,-9.8973,3.7379,0
199.45,16125,641.29,0,7.824e+07,1.9642e+06,520.67,1.288,1.1245,0.47438,0
191.22,15875,366.89,0,7.4963e+07,1.9317e+06,519.53,1.3202,1.3482,0.22163,0
204.22,16297,260.82,0,8.0139e+07,1.983e+06,521.31,1.2693,1.0964,0.19739,0
362.49,3674.2,-125.2,0,1.4282e+08,2.9315e+06,538.01,0.09014,-10.72,0.9218,0
362.49,3684.7,-151.72,0,1.4282e+08,2.9315e+06,538.01,0.090429,-10.538,1.0701,0
362.63,3492.3,-58.558,0,1.4287e+08,2.9332e+06,538.03,0.085512,-12.72,1.7188,0
362.62,3502.7,-49.378,0,1.4287e+08,2.9332e+06,538.02,0.085771,-12.802,1.4799,0
362.63,3487.5,-47.696,0,1.4287e+08,2.9333e+06,538.03,0.085386,-12.966,1.7093,0
23.816,5446.1,117.18,0,9.074e+06,5.0222e+05,477.91,1.6686,8.2583,0.33941,0
24.257,5506.7,178.43,0,9.2425e+06,5.1048e+05,478.19,1.6609,8.0963,0.4858,0
24.052,5472.8,193.85,0,9.163e+06,5.0664e+05,478.06,1.6631,8.3548,0.65043,0
362.63,3498.4,-39.83,0,1.4287e+08,2.9332e+06,538.03,0.085658,-13.074,1.4553,0
24.231,5503.2,203.53,0,9.2331e+06,5.1001e+05,478.18,1.6617,10.071,2.053,0
24.426,5533.3,194.66,0,9.3083e+06,5.1366e+05,478.3,1.659,10.268,2.2339,0
23.896,5453.8,149.49,0,9.1041e+06,5.0372e+05,477.97,1.6664,10.327,1.9896,0
25.934,5729.4,452.55,0,9.8854e+06,5.4155e+05,479.22,1.6353,8.0182,1.2513,0
24.748,5569.2,299.5,0,9.4301e+06,5.1964e+05,478.5,1.6523,8.1751,0.94577,0
362.77,3710.3,-1483.4,0,1.4294e+08,2.9352e+06,538.04,0.09767,-8.1011,3.7352,0
362.79,3653.1,-1372.1,0,1.4294e+08,2.9353e+06,538.04,0.095367,-8.3416,3.8853,0
362.84,3671.5,-1434.5,0,1.4296e+08,2.9359e+06,538.05,0.096282,-8.3035,4.0985,0
362.82,3704.3,-1539.4,0,1.4296e+08,2.9358e+06,538.05,0.097996,-8.0953,3.9718,0
28.42,6048.5,752.15,0,1.0842e+07,5.8657e+05,480.63,1.6041,8.1296,2.2651,0
315.15,15797,-414.82,0,1.2424e+08,2.5059e+06,533.59,0.6205,-1.3601,0.23562,0
320.91,15395,-385.88,0,1.2652e+08,2.5446e+06,534.14,0.57509,-1.5798,0.20501,0
27.094,5881.4,594.05,0,1.0331e+07,5.627e+05,479.89,1.6201,8.3005,1.9364,0
23.433,5387.2,91.968,0,8.9267e+06,4.9501e+05,477.66,1.674,8.47,0.32922,0
23.597,5406.9,153.76,0,8.9887e+06,4.981e+05,477.77,1.6703,8.6286,0.65403,0
24.294,5503.4,250.07,0,9.2554e+06,5.1117e+05,478.21,1.6586,8.4979,0.94857,0
25.196,5628.5,365.39,0,9.6018e+06,5.2795e+05,478.78,1.6453,8.3213,1.2337,0
26.486,5805.4,518.31,0,1.0098e+07,5.5166e+05,479.54,1.6287,8.5846,1.9563,0
25.9,5730.1,458.1,0,9.8736e+06,5.4093e+05,479.2,1.6374,8.5059,1.6859,0
362.57,3568.3,-16.805,0,1.4285e+08,2.9325e+06,538.02,0.087415,-12.082,0.27314,0
362.58,3554.6,-26.903,0,1.4286e+08,2.9327e+06,538.02,0.087071,-12.3,0.51708,0
362.57,3571.9,-40.526,0,1.4285e+08,2.9325e+06,538.02,0.087513,-11.988,0.61364,0
362.59,3548.4,-44.075,0,1.4286e+08,2.9327e+06,538.02,0.086919,-12.275,0.82174,0
23.043,5327.2,66.888,0,8.7766e+06,4.8763e+05,477.41,1.6798,8.7483,0.33148,0
23.212,5350.2,119.24,0,8.8413e+06,4.9085e+05,477.52,1.6765,8.9218,0.6616,0
23.862,5442.7,204.67,0,9.09e+06,5.0308e+05,477.94,1.6656,8.7869,0.9708,0
24.675,5556.1,304.71,0,9.4019e+06,5.1829e+05,478.46,1.6527,8.6056,1.225,0
25.961,5737.4,450.28,0,9.8966e+06,5.4205e+05,479.23,1.636,8.8856,1.9947,0
25.425,5666.3,395.25,0,9.691e+06,5.3218e+05,478.91,1.644,8.8039,1.7182,0
22.718,5278.5,46.316,0,8.6521e+06,4.8147e+05,477.19,1.6852,9.0373,0.34906,0
22.845,5296.5,84.751,0,8.7006e+06,4.8388e+05,477.28,1.6829,9.2157,0.67227,0
23.496,5389.6,164.43,0,8.9497e+06,4.962e+05,477.71,1.6713,9.0826,0.9878,0
24.217,5492.8,253.62,0,9.2264e+06,5.0975e+05,478.17,1.66,8.8971,1.2637,0
25.449,5670.2,382.92,0,9.7002e+06,5.3262e+05,478.93,1.6435,9.1831,2.0237,0
24.946,5601.6,334.21,0,9.5075e+06,5.2333e+05,478.62,1.651,9.0928,1.7616,0
22.483,5241.9,30.714,0,8.5618e+06,4.7699e+05,477.04,1.6889,9.3951,0.3204,0
22.61,5260.7,60.251,0,8.6106e+06,4.7942e+05,477.12,1.6866,9.5929,0.67674,0
23.126,5335.8,121.64,0,8.808e+06,4.8922e+05,477.47,1.6775,9.3858,1.014,0
23.83,5437.4,205.61,0,9.0778e+06,5.0249e+05,477.92,1.6659,9.191,1.2755,0
25.1,5622.1,324.31,0,9.5661e+06,5.2618e+05,478.72,1.6481,9.4872,2.0553,0
24.575,5548.2,279.73,0,9.3645e+06,5.1642e+05,478.39,1.6558,9.4029,1.7905,0
25.666,5701.3,365.52,0,9.7835e+06,5.3663e+05,479.06,1.6401,9.6218,2.3833,0
158.2,14408,1422.7,0,6.1818e+07,1.7957e+06,514.54,1.3753,1.8711,0.7155,0
172.44,15040,1220.4,0,6.7483e+07,1.8563e+06,516.78,1.3624,1.5877,0.6909,0
160.98,14397,1756.6,0,6.2917e+07,1.8079e+06,514.99,1.3652,1.6765,0.95236,0
22.894,5301.5,92.014,0,8.7192e+06,4.8483e+05,477.32,1.6813,9.7389,1.0365,0
23.473,5385.3,158.85,0,8.9409e+06,4.9578e+05,477.7,1.6713,9.5139,1.3014,0
22.353,5221.2,23.917,0,8.512e+06,4.7452e+05,476.95,1.6908,9.7141,0.37195,0
362.51,3647.3,-109.96,0,1.4283e+08,2.9318e+06,538.01,0.08945,-10.968,0.89091,0
362.64,3463.5,-30.879,0,1.4288e+08,2.9334e+06,538.03,0.084783,-13.683,2.1599,0
362.64,3455,-34.304,0,1.4288e+08,2.9335e+06,538.03,0.084575,-13.548,2.3767,0
325.17,14250,-2219.9,0,1.2817e+08,2.5749e+06,534.54,0.5182,-1.8621,0.97962,0
323.46,14705,-1574,0,1.2751e+08,2.5626e+06,534.38,0.53973,-1.7706,0.70902,0
329.09,14017,-1779.5,0,1.2973e+08,2.6043e+06,534.91,0.4894,-2.0482,0.73553,0
24.771,5580.1,269.35,0,9.4402e+06,5.2006e+05,478.51,1.6538,9.8152,2.1453,0
24.281,5507.2,233.46,0,9.2518e+06,5.1094e+05,478.21,1.6603,9.6928,1.8436,0
26.272,5789.6,397.68,0,1.0017e+07,5.4775e+05,479.42,1.6329,9.747,2.6955,0
362.65,3447.1,-30.988,0,1.4288e+08,2.9335e+06,538.03,0.084377,-13.655,2.5783,0
362.63,3488.6,-254.02,0,1.4287e+08,2.9332e+06,538.03,0.085639,-10.941,2.5306,0
362.61,3513.7,-301.03,0,1.4286e+08,2.933e+06,538.02,0.086358,-10.675,2.4786,0
362.61,3517.4,-242.98,0,1.4287e+08,2.933e+06,538.02,0.086337,-10.926,2.3042,0
362.64,3476.5,-289.82,0,1.4288e+08,2.9335e+06,538.03,0.085393,-10.808,2.6976,0
22.537,5247.8,39.685,0,8.5823e+06,4.7804e+05,477.08,1.6872,10.403,1.0449,0
22.351,5220.5,19.109,0,8.5113e+06,4.745e+05,476.95,1.6907,10.632,0.84728,0
23.237,5351.9,126.6,0,8.8506e+06,4.9132e+05,477.54,1.6755,9.8327,1.3661,0
22.852,5294.9,83.124,0,8.7031e+06,4.8403e+05,477.29,1.6819,10.015,1.1641,0
22.759,5279.8,65.084,0,8.6671e+06,4.8226e+05,477.23,1.683,10.234,1.1953,0
362.76,3344,-283.71,0,1.4292e+08,2.9349e+06,538.04,0.082043,-11.001,3.6972,0
362.74,3369.2,-330.12,0,1.4292e+08,2.9347e+06,538.04,0.082776,-10.799,3.5201,0
23.38,5375.5,100.07,0,8.9057e+06,4.9401e+05,477.64,1.6737,10.47,1.7637,0
23.665,5420.5,98.828,0,9.0155e+06,4.9938e+05,477.82,1.6699,10.615,1.9872,0
22.975,5315,62.912,0,8.7506e+06,4.8637e+05,477.37,1.6802,10.609,1.5448,0
23.125,5339,91.543,0,8.8085e+06,4.8921e+05,477.47,1.6783,10.367,1.5719,0
362.66,3428.2,-30.398,0,1.4288e+08,2.9336e+06,538.03,0.083906,-13.6,3.1482,0
362.67,3418.2,-34.463,0,1.4289e+08,2.9337e+06,538.03,0.083655,-13.321,3.35,0
362.67,3413.5,-45.858,0,1.4289e+08,2.9338e+06,538.03,0.083539,-13.034,3.3166,0
362.59,3545.5,-230.04,0,1.4286e+08,2.9327e+06,538.02,0.087025,-10.872,2.0559,0
362.6,3522.8,-202.13,0,1.4286e+08,2.9329e+06,538.02,0.086411,-11.116,2.1353,0
362.58,3548.8,-275.28,0,1.4285e+08,2.9327e+06,538.02,0.08719,-10.687,2.2071,0
362.75,3339.6,-227.99,0,1.4292e+08,2.9348e+06,538.04,0.081838,-11.214,3.7347,0
361.91,4324,-1684.1,0,1.426e+08,2.9245e+06,537.96,0.1145,-7.2413,2.5152,0
362.12,4150.3,-1549.1,0,1.4268e+08,2.927e+06,537.98,0.10907,-7.5362,2.6719,0
362.09,4197.5,-1842,0,1.4267e+08,2.9266e+06,537.98,0.11289,-7.194,2.8421,0
361.94,4292.6,-1427.8,0,1.4261e+08,2.9247e+06,537.96,0.1116,-7.4962,2.332,0
362.28,4069.2,-2021.2,0,1.4275e+08,2.929e+06,538,0.11166,-7.1442,3.1967,0
362.05,4245.8,-2183.5,0,1.4266e+08,2.9262e+06,537.98,0.11763,-6.92,2.9964,0
350.97,10104,-1111.1,0,1.3834e+08,2.8e+06,536.95,0.28235,-3.7843,0.49047,0
362.55,3584,-235.88,0,1.4284e+08,2.9323e+06,538.02,0.088006,-10.731,1.9152,0
362.57,3588.1,-286.22,0,1.4285e+08,2.9325e+06,538.02,0.088178,-10.506,2.0704,0
362.54,3623.1,-267.02,0,1.4284e+08,2.9322e+06,538.02,0.089027,-10.434,1.8694,0
361.86,4438.7,-686.16,0,1.4258e+08,2.9236e+06,537.95,0.1109,-7.9666,1.2898,0
361.72,4495.4,-823.1,0,1.4252e+08,2.922e+06,537.94,0.11301,-7.7495,1.4015,0
361.63,4622.3,-711.21,0,1.4249e+08,2.9209e+06,537.93,0.11576,-7.6985,1.1446,0
