,Index,vs/vc,ps/Pc
0,0,0.5087592029747586,0.5
1,1,0.5090322603238836,0.501002004008016
2,2,0.5093056135851972,0.5020040080160321
3,3,0.5095792646964123,0.503006012024048
4,4,0.5098532156023833,0.5040080160320641
5,5,0.5101274682551947,0.5050100200400801
6,6,0.5104020246142389,0.5060120240480962
7,7,0.5106768866463143,0.5070140280561123
8,8,0.5109520563256982,0.5080160320641283
9,9,0.5112275356342407,0.5090180360721444
10,10,0.511503326561469,0.5100200400801603
11,11,0.5117794311046487,0.5110220440881763
12,12,0.5120558512688914,0.5120240480961924
13,13,0.5123325890672411,0.5130260521042084
14,14,0.5126096465207615,0.5140280561122245
15,15,0.5128870256586356,0.5150300601202404
16,16,0.5131647285182445,0.5160320641282565
17,17,0.5134427571452796,0.5170340681362725
18,18,0.5137211135938147,0.5180360721442886
19,19,0.5139997999264142,0.5190380761523047
20,20,0.5142788182142234,0.5200400801603207
21,21,0.5145581705370668,0.5210420841683366
22,22,0.5148378589835421,0.5220440881763527
23,23,0.5151178856511118,0.5230460921843687
24,24,0.5153982526462182,0.5240480961923848
25,25,0.5156789620843582,0.5250501002004008
26,26,0.5159600160902004,0.5260521042084167
27,27,0.5162414167976781,0.5270541082164328
28,28,0.516523166350101,0.5280561122244489
29,29,0.5168052669002311,0.5290581162324649
30,30,0.5170877206104085,0.530060120240481
31,31,0.5173705296526571,0.5310621242484971
32,32,0.5176536962087618,0.5320641282565131
33,33,0.5179372224704024,0.533066132264529
34,34,0.5182211106392519,0.5340681362725451
35,35,0.5185053629270678,0.5350701402805611
36,36,0.5187899815558173,0.5360721442885772
37,37,0.5190749687577759,0.5370741482965932
38,38,0.5193603267756497,0.5380761523046091
39,39,0.5196460578626669,0.5390781563126252
40,40,0.5199321642827027,0.5400801603206413
41,41,0.5202186483103886,0.5410821643286573
42,42,0.5205055122312224,0.5420841683366734
43,43,0.52079275834169,0.5430861723446894
44,44,0.5210803889493654,0.5440881763527055
45,45,0.521368406373044,0.5450901803607214
46,46,0.5216568129428535,0.5460921843687375
47,47,0.5219456110003694,0.5470941883767535
48,48,0.52223480289873,0.5480961923847695
49,49,0.5225243910027754,0.5490981963927856
50,50,0.522814377689147,0.5501002004008015
51,51,0.5231047653464261,0.5511022044088176
52,52,0.5233955563752413,0.5521042084168337
53,53,0.5236867531884173,0.5531062124248497
54,54,0.5239783582110774,0.5541082164328658
55,55,0.5242703738807813,0.5551102204408818
56,56,0.5245628026476572,0.5561122244488979
57,57,0.5248556469745199,0.5571142284569138
58,58,0.5251489093370175,0.5581162324649298
59,59,0.5254425922237426,0.5591182364729459
60,60,0.5257366981363897,0.5601202404809619
61,61,0.5260312295898687,0.561122244488978
62,62,0.5263261891124524,0.5621242484969939
63,63,0.5266215792459131,0.56312625250501
64,64,0.5269174025456583,0.5641282565130261
65,65,0.5272136615808689,0.5651302605210421
66,66,0.5275103589346439,0.5661322645290582
67,67,0.5278074972041408,0.5671342685370742
68,68,0.5281050790007294,0.5681362725450901
69,69,0.528403106950112,0.5691382765531062
70,70,0.528701583692509,0.5701402805611222
71,71,0.5290005118827649,0.5711422845691383
72,72,0.5292998941905327,0.5721442885771543
73,73,0.5295997333004053,0.5731462925851704
74,74,0.5299000319120807,0.5741482965931863
75,75,0.5302007927405005,0.5751503006012024
76,76,0.5305020185160292,0.5761523046092185
77,77,0.5308037119845892,0.5771543086172345
78,78,0.5311058759078321,0.5781563126252505
79,79,0.5314085130633032,0.5791583166332666
80,80,0.5317116262445918,0.5801603206412825
81,81,0.532015218261506,0.5811623246492986
82,82,0.5323192919402359,0.5821643286573146
83,83,0.5326238501235215,0.5831663326653306
84,84,0.5329288956708189,0.5841683366733467
85,85,0.533234431458476,0.5851703406813628
86,86,0.5335404603799093,0.5861723446893787
87,87,0.5338469853457699,0.5871743486973948
88,88,0.534154009284126,0.5881763527054108
89,89,0.5344615351406427,0.5891783567134269
90,90,0.5347695658787599,0.5901803607214429
91,91,0.5350781044798825,0.591182364729459
92,92,0.5353871539435469,0.5921843687374749
93,93,0.535696717287636,0.5931863727454909
94,94,0.5360067975485444,0.594188376753507
95,95,0.5363173977813798,0.595190380761523
96,96,0.5366285210601508,0.5961923847695391
97,97,0.5369401704779775,0.5971943887775552
98,98,0.5372523491472608,0.5981963927855711
99,99,0.5375650601999138,0.5991983967935872
100,100,0.5378783067875456,0.6002004008016032
101,101,0.5381920920816635,0.6012024048096193
102,102,0.5385064192738881,0.6022044088176353
103,103,0.5388212915761628,0.6032064128256512
104,104,0.5391367122209587,0.6042084168336673
105,105,0.5394526844614885,0.6052104208416833
106,106,0.5397692115719337,0.6062124248496994
107,107,0.5400862968476526,0.6072144288577154
108,108,0.5404039436054002,0.6082164328657315
109,109,0.5407221551835589,0.6092184368737475
110,110,0.541040934942369,0.6102204408817635
111,111,0.5413602862641375,0.6112224448897796
112,112,0.5416802125535028,0.6122244488977956
113,113,0.5420007172376284,0.6132264529058116
114,114,0.5423218037664792,0.6142284569138277
115,115,0.5426434756130419,0.6152304609218436
116,116,0.5429657362735628,0.6162324649298597
117,117,0.543288589267804,0.6172344689378757
118,118,0.5436120381393029,0.6182364729458918
119,119,0.5439360864555955,0.6192384769539078
120,120,0.5442607378084933,0.6202404809619239
121,121,0.5445859958143332,0.62124248496994
122,122,0.5449118641142455,0.6222444889779559
123,123,0.5452383463744049,0.6232464929859719
124,124,0.545565446286318,0.624248496993988
125,125,0.5458931675670738,0.625250501002004
126,126,0.5462215139596257,0.62625250501002
127,127,0.5465504892330778,0.627254509018036
128,128,0.5468800971829516,0.628256513026052
129,129,0.5472103416314794,0.6292585170340681
130,130,0.547541226427891,0.6302605210420842
131,131,0.5478727554487065,0.6312625250501002
132,132,0.5482049325980218,0.6322645290581163
133,133,0.5485377618078257,0.6332665330661322
134,134,0.5488712470382848,0.6342685370741483
135,135,0.5492053922780626,0.6352705410821644
136,136,0.5495402015446272,0.6362725450901804
137,137,0.5498756788845571,0.6372745490981964
138,138,0.5502118283738698,0.6382765531062123
139,139,0.550548654118346,0.6392785571142284
140,140,0.5508861602538432,0.6402805611222445
141,141,0.5512243509466498,0.6412825651302605
142,142,0.5515632303937917,0.6422845691382766
143,143,0.5519028028233933,0.6432865731462926
144,144,0.5522430724950226,0.6442885771543087
145,145,0.5525840437000131,0.6452905811623247
146,146,0.5529257207618519,0.6462925851703407
147,147,0.553268108036518,0.6472945891783567
148,148,0.5536112099128495,0.6482965931863727
149,149,0.5539550308129055,0.6492985971943888
150,150,0.5542995751923543,0.6503006012024048
151,151,0.5546448475408287,0.6513026052104208
152,152,0.5549908523823275,0.6523046092184368
153,153,0.555337594275596,0.6533066132264529
154,154,0.5556850778145078,0.654308617234469
155,155,0.5560333076284865,0.655310621242485
156,156,0.5563822883828823,0.656312625250501
157,157,0.5567320247794111,0.657314629258517
158,158,0.5570825215565378,0.658316633266533
159,159,0.5574337834899195,0.659318637274549
160,160,0.5577858153928218,0.6603206412825652
161,161,0.55813862211655,0.6613226452905812
162,162,0.558492208550888,0.6623246492985971
163,163,0.5588465796245543,0.6633266533066132
164,164,0.5592017403056304,0.6643286573146293
165,165,0.5595576956020318,0.6653306613226453
166,166,0.5599144505619721,0.6663326653306614
167,167,0.5602720102744173,0.6673346693386774
168,168,0.5606303798695855,0.6683366733466933
169,169,0.5609895645194026,0.6693386773547093
170,170,0.5613495694380171,0.6703406813627255
171,171,0.5617103998822811,0.6713426853707415
172,172,0.5620720611522534,0.6723446893787575
173,173,0.5624345585917254,0.6733466933867736
174,174,0.5627978975887249,0.6743486973947896
175,175,0.5631620835760464,0.6753507014028056
176,176,0.5635271220317707,0.6763527054108216
177,177,0.5638930184798396,0.6773547094188377
178,178,0.5642597784905848,0.6783567134268537
179,179,0.5646274076812611,0.6793587174348696
180,180,0.5649959117166579,0.6803607214428858
181,181,0.5653652963096506,0.6813627254509018
182,182,0.5657355672217671,0.6823647294589178
183,183,0.5661067302638053,0.6833667334669338
184,184,0.5664787912964125,0.68436873747495
185,185,0.5668517562307129,0.685370741482966
186,186,0.5672256310289038,0.6863727454909819
187,187,0.5676004217049011,0.687374749498998
188,188,0.5679761343249607,0.688376753507014
189,189,0.5683527750083373,0.68937875751503
190,190,0.5687303499279233,0.6903807615230462
191,191,0.5691088653109379,0.6913827655310621
192,192,0.5694883274395771,0.6923847695390781
193,193,0.5698687426517229,0.6933867735470941
194,194,0.5702501173416237,0.6943887775551103
195,195,0.5706324579606036,0.6953907815631263
196,196,0.5710157710177974,0.6963927855711423
197,197,0.5714000630808573,0.6973947895791583
198,198,0.5717853407766994,0.6983967935871743
199,199,0.5721716107922714,0.6993987975951903
200,200,0.5725588798753126,0.7004008016032064
201,201,0.5729471548350994,0.7014028056112225
202,202,0.5733364425432855,0.7024048096192385
203,203,0.573726749934652,0.7034068136272544
204,204,0.5741180840079673,0.7044088176352706
205,205,0.5745104518267731,0.7054108216432866
206,206,0.5749038605202622,0.7064128256513026
207,207,0.5752983172840944,0.7074148296593186
208,208,0.5756938293813022,0.7084168336673347
209,209,0.576090404143136,0.7094188376753506
210,210,0.5764880489699934,0.7104208416833667
211,211,0.5768867713322972,0.7114228456913828
212,212,0.5772865787714497,0.7124248496993988
213,213,0.5776874789007554,0.7134268537074148
214,214,0.578089479406382,0.714428857715431
215,215,0.5784925880483331,0.7154308617234469
216,216,0.5788968126614359,0.7164328657314629
217,217,0.5793021611563519,0.7174348697394789
218,218,0.5797086415205832,0.718436873747495
219,219,0.5801162618195215,0.719438877755511
220,220,0.5805250301975068,0.720440881763527
221,221,0.5809349548788885,0.721442885771543
222,222,0.5813460441691257,0.7224448897795591
223,223,0.5817583064559146,0.7234468937875751
224,224,0.5821717502102821,0.7244488977955912
225,225,0.5825863839877632,0.7254509018036073
226,226,0.5830022164295572,0.7264529058116233
227,227,0.583419256263719,0.7274549098196392
228,228,0.5838375123063734,0.7284569138276552
229,229,0.5842569934629448,0.7294589178356713
230,230,0.5846777087293973,0.7304609218436874
231,231,0.5850996671935272,0.7314629258517034
232,232,0.5855228780362493,0.7324649298597194
233,233,0.5859473505329054,0.7334669338677354
234,234,0.5863730940546452,0.7344689378757515
235,235,0.5868001180697505,0.7354709418837676
236,236,0.5872284321450396,0.7364729458917836
237,237,0.5876580459473086,0.7374749498997996
238,238,0.5880889692447272,0.7384769539078155
239,239,0.5885212119083503,0.7394789579158316
240,240,0.5889547839135972,0.7404809619238477
241,241,0.58938969534175,0.7414829659318637
242,242,0.5898259563815521,0.7424849699398798
243,243,0.59026357733073,0.7434869739478959
244,244,0.5907025685976464,0.7444889779559118
245,245,0.5911429407029223,0.7454909819639278
246,246,0.5915847042810884,0.7464929859719439
247,247,0.5920278700823167,0.7474949899799599
248,248,0.5924724489741134,0.7484969939879759
249,249,0.5929184519431113,0.7494989979959918
250,250,0.5933658900968503,0.750501002004008
251,251,0.5938147746656159,0.751503006012024
252,252,0.5942651170043121,0.75250501002004
253,253,0.5947169285943239,0.7535070140280562
254,254,0.5951702210455142,0.7545090180360722
255,255,0.5956250060981515,0.7555110220440882
256,256,0.5960812956249334,0.7565130260521042
257,257,0.5965391016330674,0.7575150300601202
258,258,0.5969984362663211,0.7585170340681362
259,259,0.5974593118071773,0.7595190380761522
260,260,0.5979217406790177,0.7605210420841684
261,261,0.5983857354483167,0.7615230460921844
262,262,0.5988513088269297,0.7625250501002003
263,263,0.5993184736743866,0.7635270541082165
264,264,0.5997872430002417,0.7645290581162325
265,265,0.600257629966495,0.7655310621242485
266,266,0.600729647890009,0.7665330661322646
267,267,0.6012033102450454,0.7675350701402806
268,268,0.6016786306657866,0.7685370741482965
269,269,0.6021556229489489,0.7695390781563125
270,270,0.6026343010564461,0.7705410821643287
271,271,0.6031146791180814,0.7715430861723447
272,272,0.6035967714343426,0.7725450901803607
273,273,0.60408059247919,0.7735470941883769
274,274,0.6045661569029681,0.7745490981963928
275,275,0.605053479535341,0.7755511022044088
276,276,0.6055425753883036,0.7765531062124248
277,277,0.6060334596592375,0.7775551102204409
278,278,0.6065261477340707,0.7785571142284569
279,279,0.6070206551904438,0.779559118236473
280,280,0.607516997801033,0.780561122244489
281,281,0.6080151915368319,0.781563126252505
282,282,0.6085152525706162,0.782565130260521
283,283,0.6090171972804163,0.7835671342685372
284,284,0.6095210422530534,0.7845691382765532
285,285,0.6100268042878426,0.7855711422845691
286,286,0.6105345004002554,0.7865731462925851
287,287,0.6110441478257806,0.7875751503006012
288,288,0.6115557640237768,0.7885771543086172
289,289,0.6120693666814464,0.7895791583166333
290,290,0.6125849737179696,0.7905811623246494
291,291,0.6131026032885717,0.7915831663326653
292,292,0.6136222737888587,0.7925851703406813
293,293,0.6141440038591273,0.7935871743486974
294,294,0.6146678123888049,0.7945891783567135
295,295,0.6151937185210519,0.7955911823647295
296,296,0.6157217416574008,0.7965931863727455
297,297,0.6162519014625,0.7975951903807614
298,298,0.6167842178690317,0.7985971943887775
299,299,0.6173187110826956,0.7995991983967936
300,300,0.6178554015873049,0.8006012024048096
301,301,0.6183943101500619,0.8016032064128257
302,302,0.6189354578268668,0.8026052104208417
303,303,0.6194788659678597,0.8036072144288577
304,304,0.6200245562230093,0.8046092184368738
305,305,0.6205725505478655,0.8056112224448898
306,306,0.6211228712095028,0.8066132264529058
307,307,0.6216755407925113,0.8076152304609218
308,308,0.6222305822052071,0.8086172344689379
309,309,0.6227880186860155,0.8096192384769539
310,310,0.623347873809902,0.8106212424849699
311,311,0.6239101714951085,0.811623246492986
312,312,0.6244749360099442,0.812625250501002
313,313,0.6250421919798015,0.8136272545090181
314,314,0.6256119643943686,0.814629258517034
315,315,0.6261842786149546,0.8156312625250501
316,316,0.6267591603820793,0.8166332665330661
317,317,0.6273366358232304,0.8176352705410821
318,318,0.6279167314607919,0.8186372745490981
319,319,0.6284994742202331,0.8196392785571142
320,320,0.629084891438481,0.8206412825651302
321,321,0.6296730108725173,0.8216432865731462
322,322,0.6302638607081967,0.8226452905811624
323,323,0.6308574695693451,0.8236472945891784
324,324,0.631453866527027,0.8246492985971944
325,325,0.6320530811091439,0.8256513026052105
326,326,0.6326551433102223,0.8266533066132264
327,327,0.6332600836015272,0.8276553106212424
328,328,0.6338679329414209,0.8286573146292584
329,329,0.6344787227859943,0.8296593186372745
330,330,0.6350924851000755,0.8306613226452906
331,331,0.6357092523684147,0.8316633266533066
332,332,0.6363290576073098,0.8326653306613228
333,333,0.6369519343765148,0.8336673346693387
334,334,0.6375779167914086,0.8346693386773547
335,335,0.6382070395356924,0.8356713426853708
336,336,0.6388393378742588,0.8366733466933868
337,337,0.6394748476665842,0.8376753507014028
338,338,0.6401136053804157,0.8386773547094187
339,339,0.6407556481059091,0.8396793587174347
340,340,0.641401013570187,0.8406813627254509
341,341,0.6420497401522807,0.8416833667334669
342,342,0.6427018668985978,0.8426853707414831
343,343,0.6433574335387875,0.8436873747494991
344,344,0.6440164805021344,0.844689378757515
345,345,0.6446790489343874,0.845691382765531
346,346,0.6453451807152217,0.8466933867735471
347,347,0.6460149184761328,0.8476953907815631
348,348,0.6466883056188968,0.8486973947895791
349,349,0.647365386334691,0.849699398797595
350,350,0.648046205623755,0.8507014028056112
351,351,0.6487308093156647,0.8517034068136272
352,352,0.6494192440902969,0.8527054108216434
353,353,0.6501115574994549,0.8537074148296594
354,354,0.6508077979891662,0.8547094188376754
355,355,0.6515080149227676,0.8557114228456913
356,356,0.6522122586046943,0.8567134268537074
357,357,0.6529205803050875,0.8577154308617234
358,358,0.6536330322851881,0.8587174348697394
359,359,0.6543496678236638,0.8597194388777554
360,360,0.6550705412437091,0.8607214428857716
361,361,0.6557957079411753,0.8617234468937875
362,362,0.6565252244136225,0.8627254509018036
363,363,0.6572591482903294,0.8637274549098197
364,364,0.657997538363445,0.8647294589178357
365,365,0.6587404546201648,0.8657314629258517
366,366,0.6594879582760662,0.8667334669338677
367,367,0.6602401118095951,0.8677354709418837
368,368,0.6609969789978966,0.8687374749498997
369,369,0.66175862495378,0.8697394789579157
370,370,0.66252511616421,0.8707414829659319
371,371,0.6632965205299787,0.8717434869739479
372,372,0.66407290740718,0.872745490981964
373,373,0.6648543476498617,0.8737474949899801
374,374,0.6656409136545515,0.874749498997996
375,375,0.6664326794063382,0.875751503006012
376,376,0.6672297205267945,0.876753507014028
377,377,0.6680321143236236,0.8777555110220441
378,378,0.6688399398423828,0.87875751503006
379,379,0.6696532779201213,0.879759519038076
380,380,0.6704722112411945,0.8807615230460922
381,381,0.6712968243952614,0.8817635270541082
382,382,0.6721272039376459,0.8827655310621243
383,383,0.672963438452121,0.8837675350701404
384,384,0.6738056186162181,0.8847695390781564
385,385,0.6746538372693446,0.8857715430861723
386,386,0.6755081894835807,0.8867735470941883
387,387,0.6763687726375743,0.8877755511022043
388,388,0.6772356864934646,0.8887775551102204
389,389,0.6781090332771172,0.8897795591182365
390,390,0.6789889177619246,0.8907815631262525
391,391,0.6798754473560038,0.8917835671342685
392,392,0.6807687321934609,0.8927855711422846
393,393,0.6816688852295721,0.8937875751503006
394,394,0.6825760223401911,0.8947895791583167
395,395,0.6834902624258168,0.8957915831663327
396,396,0.6844117275200923,0.8967935871743486
397,397,0.6853405429036398,0.8977955911823646
398,398,0.6862768372228965,0.8987975951903807
399,399,0.6872207426147394,0.8997995991983968
400,400,0.6881723948368039,0.9008016032064128
401,401,0.6891319334042043,0.9018036072144289
402,402,0.690099501732789,0.902805611222445
403,403,0.6910752472893915,0.9038076152304609
404,404,0.6920593217494996,0.904809619238477
405,405,0.6930518811627595,0.905811623246493
406,406,0.6940530861268517,0.906813627254509
407,407,0.6950631019701229,0.907815631262525
408,408,0.6960820989438626,0.9088176352705409
409,409,0.697110252424183,0.9098196392785571
410,410,0.6981477431249101,0.9108216432865731
411,411,0.6991947573215318,0.9118236472945891
412,412,0.7002514870873173,0.9128256513026053
413,413,0.7013181305422278,0.9138276553106213
414,414,0.7023948921155007,0.9148296593186372
415,415,0.703481982822929,0.9158316633266533
416,416,0.7045796205596687,0.9168336673346693
417,417,0.7056880304098403,0.9178356713426853
418,418,0.7068074449738838,0.9188376753507013
419,419,0.7079381047149776,0.9198396793587175
420,420,0.7090802583262168,0.9208416833667334
421,421,0.7102341631193907,0.9218436873747494
422,422,0.7114000854376484,0.9228456913827656
423,423,0.7125783010932588,0.9238476953907816
424,424,0.7137690958328806,0.9248496993987976
425,425,0.7149727658317232,0.9258517034068137
426,426,0.7161896182197577,0.9268537074148296
427,427,0.7174199716416887,0.9278557114228456
428,428,0.7186641568536962,0.9288577154308616
429,429,0.7199225173600688,0.9298597194388778
430,430,0.721195410092483,0.9308617234468938
431,431,0.7224832061361934,0.9318637274549098
432,432,0.7237862915062576,0.932865731462926
433,433,0.7251050679786859,0.9338677354709419
434,434,0.7264399539811726,0.9348697394789579
435,435,0.7277913855479736,0.9358717434869739
436,436,0.7291598173459489,0.93687374749499
437,437,0.7305457237769599,0.937875751503006
438,438,0.731949600164217,0.9388777555110219
439,439,0.7333719640305018,0.9398797595190381
440,440,0.73481335647676,0.9408817635270541
441,441,0.7362743436711092,0.9418837675350701
442,442,0.7377555184583288,0.9428857715430863
443,443,0.739257502103241,0.9438877755511023
444,444,0.7407809461800554,0.9448897795591182
445,445,0.7423265346241549,0.9458917835671342
446,446,0.7438949859622638,0.9468937875751503
447,447,0.7454870557415176,0.9478957915831663
448,448,0.7471035391778519,0.9488977955911823
449,449,0.7487452740491617,0.9498997995991985
450,450,0.7504131438604251,0.9509018036072144
451,451,0.7521080813133926,0.9519038076152304
452,452,0.7538310721153502,0.9529058116232466
453,453,0.7555831591698651,0.9539078156312626
454,454,0.7573654471949846,0.9549098196392786
455,455,0.7591791078240412,0.9559118236472945
456,456,0.7610253852513795,0.9569138276553105
457,457,0.7629056024938838,0.9579158316633266
458,458,0.7648211683533124,0.9589178356713426
459,459,0.7667735851748116,0.9599198396793587
460,460,0.7687644575157834,0.9609218436873748
461,461,0.7707955018569964,0.9619238476953907
462,462,0.7728685575118462,0.9629258517034068
463,463,0.7749855989172267,0.9639278557114229
464,464,0.7771487495229812,0.9649298597194389
465,465,0.779360297540648,0.9659318637274549
466,466,0.7816227138586821,0.9669338677354709
467,467,0.7839386724985055,0.9679358717434869
468,468,0.7863110740584888,0.9689378757515029
469,469,0.7887430726933872,0.969939879759519
470,470,0.7912381072945148,0.9709418837675351
471,471,0.7937999376903426,0.9719438877755512
472,472,0.7964326868808845,0.9729458917835672
473,473,0.7991408905683758,0.9739478957915833
474,474,0.8019295555706093,0.9749498997995992
475,475,0.8048042291214809,0.9759519038076152
476,476,0.8077710816207161,0.9769539078156312
477,477,0.8108370061322699,0.9779559118236472
478,478,0.8140097389268194,0.9789579158316633
479,479,0.8172980067207031,0.9799599198396793
480,480,0.8207117081375973,0.9809619238476953
481,481,0.82426213955207,0.9819639278557115
482,482,0.8279622792159884,0.9829659318637275
483,483,0.8318271490015223,0.9839679358717435
484,484,0.8358742811214444,0.9849699398797596
485,485,0.8401243293151317,0.9859719438877755
486,486,0.8446018827608639,0.9869739478957915
487,487,0.8493365708262087,0.9879759519038075
488,488,0.85436459579923,0.9889779559118236
489,489,0.8597309141052404,0.9899799599198397
490,490,0.865492434475726,0.9909819639278556
491,491,0.8717228772477753,0.9919839679358718
492,492,0.8785204841436458,0.9929859719438878
493,493,0.8860209267616385,0.9939879759519038
494,494,0.8944204597809193,0.9949899799599199
495,495,0.9040214342871798,0.9959919839679359
496,496,0.9153340744088608,0.9969939879759518
497,497,0.9293539107388852,0.9979959919839678
498,498,0.9486464528214736,0.9989979959919838
